id,name,name_en,symbol,value,value_str,unit,uncertainty,temperature_K,material,burnup_range,category,subcategory,equation,notes,source_file,confidence
Gan et al. - 2015 - Thermal stability of fission gas bubble superlattice in irradiated U-10Mo fuel_param_002,parameter,parameter,$Tirr$,140.0,140,°C,,,U-10Mo,,experiment,general,,,Gan et al. - 2015 - Thermal stability of fission gas bubble superlattice in irradiated U-10Mo fuel.md,medium
Gan et al. - 2015 - Thermal stability of fission gas bubble superlattice in irradiated U-10Mo fuel_param_003,parameter,parameter,$Tirr/Tm$,0.29,0.29,dimensionless,,,U-10Mo,,experiment,general,,,Gan et al. - 2015 - Thermal stability of fission gas bubble superlattice in irradiated U-10Mo fuel.md,medium
Gan et al. - 2015 - Thermal stability of fission gas bubble superlattice in irradiated U-10Mo fuel_param_004,parameter,parameter,$Tht$,850.0,850,°C,,,U-10Mo,,experiment,general,,,Gan et al. - 2015 - Thermal stability of fission gas bubble superlattice in irradiated U-10Mo fuel.md,medium
Gan et al. - 2015 - Thermal stability of fission gas bubble superlattice in irradiated U-10Mo fuel_param_005,parameter,parameter,$Tht/Tm$,0.78,0.78,dimensionless,,,U-10Mo,,experiment,general,,,Gan et al. - 2015 - Thermal stability of fission gas bubble superlattice in irradiated U-10Mo fuel.md,medium
Gan et al. - 2015 - Thermal stability of fission gas bubble superlattice in irradiated U-10Mo fuel_param_006,parameter,parameter,,12.0,12,nm,,,U-10Mo,,experiment,general,,,Gan et al. - 2015 - Thermal stability of fission gas bubble superlattice in irradiated U-10Mo fuel.md,medium
Gan et al. - 2015 - Thermal stability of fission gas bubble superlattice in irradiated U-10Mo fuel_param_007,parameter,parameter,$Xe/Kr$,10.0,10,dimensionless,,,fission gas,,experiment,general,,,Gan et al. - 2015 - Thermal stability of fission gas bubble superlattice in irradiated U-10Mo fuel.md,medium
Gan et al. - 2015 - Thermal stability of fission gas bubble superlattice in irradiated U-10Mo fuel_param_008,parameter,parameter,,2.15,2.15,Å,,,Xe,,experiment,general,,,Gan et al. - 2015 - Thermal stability of fission gas bubble superlattice in irradiated U-10Mo fuel.md,medium
Gan et al. - 2015 - Thermal stability of fission gas bubble superlattice in irradiated U-10Mo fuel_param_009,parameter,parameter,,34.0,34,min,,"[700.0, 700.0]",U-10Mo,,experiment,general,,,Gan et al. - 2015 - Thermal stability of fission gas bubble superlattice in irradiated U-10Mo fuel.md,medium
Gan et al. - 2015 - Thermal stability of fission gas bubble superlattice in irradiated U-10Mo fuel_param_010,parameter,parameter,,5.0,5,h,,"[500.0, 500.0]",U-10Mo,,experiment,general,,,Gan et al. - 2015 - Thermal stability of fission gas bubble superlattice in irradiated U-10Mo fuel.md,medium
Hanson et al. - 2025 - Microstructurally validated stable and predictable swelling in low-enriched uranium monolithic U-10M_param_001,Pilling-Bedworth ratio for U oxide,Pilling-Bedworth ratio for U oxide,$PBR$,1.975,1.975,dimensionless,,,U oxide,,swelling_rate,swelling_correlation,Fuel Swelling Fraction (full form),Oxide correction in swelling calculation,Hanson et al. - 2025 - Microstructurally validated stable and predictable swelling in low-enriched uranium monolithic U-10M.md,high
Hanson et al. - 2025 - Microstructurally validated stable and predictable swelling in low-enriched uranium monolithic U-10M_param_002,Plate length (nominal),Plate length (nominal),$L$,101.47,101.47,mm,,,Monolithic U-10Mo,,experiment,general,,Nominal design,Hanson et al. - 2025 - Microstructurally validated stable and predictable swelling in low-enriched uranium monolithic U-10M.md,high
Hanson et al. - 2025 - Microstructurally validated stable and predictable swelling in low-enriched uranium monolithic U-10M_param_003,Plate width (nominal),Plate width (nominal),$W$,25.4,25.4,mm,,,Monolithic U-10Mo,,experiment,general,,Nominal design,Hanson et al. - 2025 - Microstructurally validated stable and predictable swelling in low-enriched uranium monolithic U-10M.md,high
Hanson et al. - 2025 - Microstructurally validated stable and predictable swelling in low-enriched uranium monolithic U-10M_param_004,Plate thickness (nominal),Plate thickness (nominal),$t_plate$,1.24,1.24,mm,,,Monolithic U-10Mo,,experiment,general,,Nominal design,Hanson et al. - 2025 - Microstructurally validated stable and predictable swelling in low-enriched uranium monolithic U-10M.md,high
Hanson et al. - 2025 - Microstructurally validated stable and predictable swelling in low-enriched uranium monolithic U-10M_param_005,扩散参数,Zr diffusion barrier thickness per side,$t_Zr$,25.4,25.4,µm,~,,Zr,,diffusion,general,Fuel Swelling Fraction,Per side of fuel foil,Hanson et al. - 2025 - Microstructurally validated stable and predictable swelling in low-enriched uranium monolithic U-10M.md,high
Hanson et al. - 2025 - Microstructurally validated stable and predictable swelling in low-enriched uranium monolithic U-10M_param_006,Fuel foil thickness (LP),Fuel foil thickness (LP),$t_foil_LP$,0.635,0.635,mm,,,Monolithic U-10Mo,,experiment,general,Fuel Swelling Fraction,Low-power (LP) plates,Hanson et al. - 2025 - Microstructurally validated stable and predictable swelling in low-enriched uranium monolithic U-10M.md,high
Hanson et al. - 2025 - Microstructurally validated stable and predictable swelling in low-enriched uranium monolithic U-10M_param_007,Fuel foil thickness (MP),Fuel foil thickness (MP),$t_foil_MP$,0.2159,0.2159,mm,,,Monolithic U-10Mo,,experiment,general,Fuel Swelling Fraction,Medium-power (MP) plates,Hanson et al. - 2025 - Microstructurally validated stable and predictable swelling in low-enriched uranium monolithic U-10M.md,high
Hanson et al. - 2025 - Microstructurally validated stable and predictable swelling in low-enriched uranium monolithic U-10M_param_008,Thickness measurement resolution,Thickness measurement resolution,$δt$,3.0,3,µm,±3 µm,,Monolithic U-10Mo,,experiment,general,,Plate thickness measurement,Hanson et al. - 2025 - Microstructurally validated stable and predictable swelling in low-enriched uranium monolithic U-10M.md,high
Hanson et al. - 2025 - Microstructurally validated stable and predictable swelling in low-enriched uranium monolithic U-10M_param_009,Location measurement resolution,Location measurement resolution,$δx$,20.0,20,µm,±20 µm,,Monolithic U-10Mo,,experiment,general,,Measurement location,Hanson et al. - 2025 - Microstructurally validated stable and predictable swelling in low-enriched uranium monolithic U-10M.md,high
Hanson et al. - 2025 - Microstructurally validated stable and predictable swelling in low-enriched uranium monolithic U-10M_param_010,Average peak power density (LP),Average peak power density (LP),$q_LP$,7.5,5–10,kW/cm³,range 5–10,,Monolithic U-10Mo,,microstructure,general,,"MP-1 experiment, low-power plates",Hanson et al. - 2025 - Microstructurally validated stable and predictable swelling in low-enriched uranium monolithic U-10M.md,high
Hanson et al. - 2025 - Microstructurally validated stable and predictable swelling in low-enriched uranium monolithic U-10M_param_011,Average peak power density (MP),Average peak power density (MP),$q_MP$,27.5,20–35,kW/cm³,range 20–35,,Monolithic U-10Mo,,microstructure,general,,"MP-1 experiment, medium-power plates",Hanson et al. - 2025 - Microstructurally validated stable and predictable swelling in low-enriched uranium monolithic U-10M.md,high
Hanson et al. - 2025 - Microstructurally validated stable and predictable swelling in low-enriched uranium monolithic U-10M_param_012,Number of C-plates (LP),Number of C-plates (LP),$N_C_LP$,34.0,34,plates,,,Monolithic U-10Mo,,experiment,general,,MP-1 experiment,Hanson et al. - 2025 - Microstructurally validated stable and predictable swelling in low-enriched uranium monolithic U-10M.md,high
Hanson et al. - 2025 - Microstructurally validated stable and predictable swelling in low-enriched uranium monolithic U-10M_param_013,Number of C-plates (MP),Number of C-plates (MP),$N_C_MP$,28.0,28,plates,,,Monolithic U-10Mo,,experiment,general,,MP-1 experiment,Hanson et al. - 2025 - Microstructurally validated stable and predictable swelling in low-enriched uranium monolithic U-10M.md,high
Hanson et al. - 2025 - Microstructurally validated stable and predictable swelling in low-enriched uranium monolithic U-10M_param_014,Number of B-plates (LP),Number of B-plates (LP),$N_B_LP$,8.0,8,plates,,,Monolithic U-10Mo,,experiment,general,,MP-1 experiment,Hanson et al. - 2025 - Microstructurally validated stable and predictable swelling in low-enriched uranium monolithic U-10M.md,high
Hanson et al. - 2025 - Microstructurally validated stable and predictable swelling in low-enriched uranium monolithic U-10M_param_015,Number of B-plates (MP),Number of B-plates (MP),$N_B_MP$,4.0,4,plates,,,Monolithic U-10Mo,,experiment,general,,MP-1 experiment,Hanson et al. - 2025 - Microstructurally validated stable and predictable swelling in low-enriched uranium monolithic U-10M.md,high
Hanson et al. - 2025 - Microstructurally validated stable and predictable swelling in low-enriched uranium monolithic U-10M_param_016,Total plates in MP-1,Total plates in MP-1,$N_total$,74.0,74,plates,,,Monolithic U-10Mo,,experiment,general,,MP-1 experiment,Hanson et al. - 2025 - Microstructurally validated stable and predictable swelling in low-enriched uranium monolithic U-10M.md,high
Hanson et al. - 2025 - Microstructurally validated stable and predictable swelling in low-enriched uranium monolithic U-10M_param_017,Total data pairs,Total data pairs,,47000.0,47000,data pairs,"~47,000",,Monolithic U-10Mo,,experiment,general,,MP-1 experiment,Hanson et al. - 2025 - Microstructurally validated stable and predictable swelling in low-enriched uranium monolithic U-10M.md,high
Hanson et al. - 2025 - Microstructurally validated stable and predictable swelling in low-enriched uranium monolithic U-10M_param_018,Recrystallized grain size range,Recrystallized grain size range,$d_rx$,0.55,0.1–1,µm,range 0.1–1,,Monolithic U-10Mo,,recrystallization,recrystallization_threshold,,After recrystallization,Hanson et al. - 2025 - Microstructurally validated stable and predictable swelling in low-enriched uranium monolithic U-10M.md,medium
Hanson et al. - 2025 - Microstructurally validated stable and predictable swelling in low-enriched uranium monolithic U-10M_param_019,Peak recrystallized grain size,Peak recrystallized grain size,$d_rx_peak$,0.3,0.3,µm,~,,Monolithic U-10Mo,,microstructure,general,,Most probable recrystallized grain size,Hanson et al. - 2025 - Microstructurally validated stable and predictable swelling in low-enriched uranium monolithic U-10M.md,medium
Hanson et al. - 2025 - Microstructurally validated stable and predictable swelling in low-enriched uranium monolithic U-10M_param_020,Robinson model data pairs,Robinson model data pairs,,18000.0,18000,data pairs,"~18,000",,Monolithic U-10Mo,,swelling_rate,swelling_correlation,Robinson model,Robinson swelling model,Hanson et al. - 2025 - Microstructurally validated stable and predictable swelling in low-enriched uranium monolithic U-10M.md,high
Hanson et al. - 2025 - Microstructurally validated stable and predictable swelling in low-enriched uranium monolithic U-10M_param_021,Robinson model confidence level,Robinson model confidence level,,95.0,95,%,,,Monolithic U-10Mo,,experiment,general,Robinson model,Confidence band and prediction bounds,Hanson et al. - 2025 - Microstructurally validated stable and predictable swelling in low-enriched uranium monolithic U-10M.md,high
Hanson_et_al._-_2022_-_Non-destructive_analysis_of_swelling_in_the_EMPIrE_fuel_test_fff4750c_param_001,Meat power density,Meat power density,,21.0,21,kW/cm³,~21,,U-7Mo/U-10Mo dispersion,,microstructure,general,,"ATR, EMPIrE",Hanson_et_al._-_2022_-_Non-destructive_analysis_of_swelling_in_the_EMPIrE_fuel_test_fff4750c.md,high
Hanson_et_al._-_2022_-_Non-destructive_analysis_of_swelling_in_the_EMPIrE_fuel_test_fff4750c_param_002,Maximum fission density,Maximum fission density,,6.4e+21,6.4e+21,fissions/cm³,,,U-7Mo/U-10Mo dispersion,,microstructure,fission_density,,EMPIrE,Hanson_et_al._-_2022_-_Non-destructive_analysis_of_swelling_in_the_EMPIrE_fuel_test_fff4750c.md,high
Hanson_et_al._-_2022_-_Non-destructive_analysis_of_swelling_in_the_EMPIrE_fuel_test_fff4750c_param_003,U-235 enrichment,U-235 enrichment,,19.75,19.75,wt%,±0.2,,U-7Mo/U-10Mo dispersion,,experiment,general,,,Hanson_et_al._-_2022_-_Non-destructive_analysis_of_swelling_in_the_EMPIrE_fuel_test_fff4750c.md,high
Hanson_et_al._-_2022_-_Non-destructive_analysis_of_swelling_in_the_EMPIrE_fuel_test_fff4750c_param_004,U-235 enrichment uncertainty,U-235 enrichment uncertainty,,0.2,0.2,wt%,,,U-7Mo/U-10Mo dispersion,,experiment,general,,,Hanson_et_al._-_2022_-_Non-destructive_analysis_of_swelling_in_the_EMPIrE_fuel_test_fff4750c.md,high
Hanson_et_al._-_2022_-_Non-destructive_analysis_of_swelling_in_the_EMPIrE_fuel_test_fff4750c_param_005,Target particle diameter,Target particle diameter,,80.0,80,μm,,,U-7Mo/U-10Mo dispersion,,microstructure,diameter,,,Hanson_et_al._-_2022_-_Non-destructive_analysis_of_swelling_in_the_EMPIrE_fuel_test_fff4750c.md,high
Hanson_et_al._-_2022_-_Non-destructive_analysis_of_swelling_in_the_EMPIrE_fuel_test_fff4750c_param_006,ZrN coating target thickness,ZrN coating target thickness,,1.0,1,μm,,,U-Mo with ZrN coating,,experiment,general,,PVD/ALD,Hanson_et_al._-_2022_-_Non-destructive_analysis_of_swelling_in_the_EMPIrE_fuel_test_fff4750c.md,high
Hanson_et_al._-_2022_-_Non-destructive_analysis_of_swelling_in_the_EMPIrE_fuel_test_fff4750c_param_007,肿胀参数,Gaseous swelling onset fission density (low),,2.5e+21,2.5e+21,fissions/cm³,,,U-Mo dispersion,,swelling_rate,swelling_correlation,,grain refinement range,Hanson_et_al._-_2022_-_Non-destructive_analysis_of_swelling_in_the_EMPIrE_fuel_test_fff4750c.md,medium
Hanson_et_al._-_2022_-_Non-destructive_analysis_of_swelling_in_the_EMPIrE_fuel_test_fff4750c_param_008,肿胀参数,Gaseous swelling onset fission density (high),,3.5e+21,3.5e+21,fissions/cm³,,,U-Mo dispersion,,swelling_rate,swelling_correlation,,grain refinement range,Hanson_et_al._-_2022_-_Non-destructive_analysis_of_swelling_in_the_EMPIrE_fuel_test_fff4750c.md,medium
Hilty_et_al_2021_Impact_of_fission_gas_bubbles_on_thermal_conductivity_of_UO2_param_001,热导率参数,UO2 thermal conductivity at 300 K,$k_UO2$,8.24,8.24,W/mK,,"[300.0, 300.0]",UO2,,thermal,thermal_conductivity,Reference thermal conductivity,"Fresh fuel, Fink (2000)",Hilty_et_al_2021_Impact_of_fission_gas_bubbles_on_thermal_conductivity_of_UO2.md,high
Hilty_et_al_2021_Impact_of_fission_gas_bubbles_on_thermal_conductivity_of_UO2_param_002,热导率参数,BeO thermal conductivity at 300 K,$k_BeO$,370.0,370,W/mK,,"[300.0, 300.0]",BeO,,thermal,thermal_conductivity,Reference thermal conductivity,Slack & Austerman (1971),Hilty_et_al_2021_Impact_of_fission_gas_bubbles_on_thermal_conductivity_of_UO2.md,high
Hilty_et_al_2021_Impact_of_fission_gas_bubbles_on_thermal_conductivity_of_UO2_param_003,热导率参数,Xe gas thermal conductivity at 300 K,$k_Xe$,0.0055,0.0055,W/mK,,"[300.0, 300.0]",Xe gas,,thermal,thermal_conductivity,Reference thermal conductivity,Assael et al. (2018),Hilty_et_al_2021_Impact_of_fission_gas_bubbles_on_thermal_conductivity_of_UO2.md,high
Hilty_et_al_2021_Impact_of_fission_gas_bubbles_on_thermal_conductivity_of_UO2_param_004,Simulation domain size,Simulation domain size,$L_domain$,400.0,400,μm,,,UO2 composite,,experiment,general,,2D mesoscale simulation,Hilty_et_al_2021_Impact_of_fission_gas_bubbles_on_thermal_conductivity_of_UO2.md,high
Hilty_et_al_2021_Impact_of_fission_gas_bubbles_on_thermal_conductivity_of_UO2_param_005,Mesh size,Mesh size,$Δx$,1.0,1,μm,,,UO2 composite,,experiment,general,,Uniform mesh,Hilty_et_al_2021_Impact_of_fission_gas_bubbles_on_thermal_conductivity_of_UO2.md,high
Hilty_et_al_2021_Impact_of_fission_gas_bubbles_on_thermal_conductivity_of_UO2_param_006,Additive volume fraction,Additive volume fraction,$vf_additive$,0.11,0.11,dimensionless,,,UO2-BeO composite,,experiment,general,,Simulation parameter,Hilty_et_al_2021_Impact_of_fission_gas_bubbles_on_thermal_conductivity_of_UO2.md,high
Hilty_et_al_2021_Impact_of_fission_gas_bubbles_on_thermal_conductivity_of_UO2_param_007,Spherical additive particle radius,Spherical additive particle radius,$r_sphere$,75.0,75,μm,,,BeO additive,,microstructure,radius,,Simulation parameter,Hilty_et_al_2021_Impact_of_fission_gas_bubbles_on_thermal_conductivity_of_UO2.md,high
Hilty_et_al_2021_Impact_of_fission_gas_bubbles_on_thermal_conductivity_of_UO2_param_008,Rectangular additive particle length,Rectangular additive particle length,$L_rect$,230.0,230,μm,,,BeO additive,,experiment,general,,3:1 aspect ratio,Hilty_et_al_2021_Impact_of_fission_gas_bubbles_on_thermal_conductivity_of_UO2.md,high
Hilty_et_al_2021_Impact_of_fission_gas_bubbles_on_thermal_conductivity_of_UO2_param_009,Rectangular additive particle width,Rectangular additive particle width,$W_rect$,77.0,77,μm,,,BeO additive,,experiment,general,,3:1 aspect ratio,Hilty_et_al_2021_Impact_of_fission_gas_bubbles_on_thermal_conductivity_of_UO2.md,high
Hilty_et_al_2021_Impact_of_fission_gas_bubbles_on_thermal_conductivity_of_UO2_param_010,Rectangular additive aspect ratio,Rectangular additive aspect ratio,$R$,3.0,3,dimensionless,,,BeO additive,,experiment,general,a = 0.54 - 0.2·ln(R),Length/width ratio,Hilty_et_al_2021_Impact_of_fission_gas_bubbles_on_thermal_conductivity_of_UO2.md,high
Hilty_et_al_2021_Impact_of_fission_gas_bubbles_on_thermal_conductivity_of_UO2_param_011,气泡参数,Bubble volume fraction range lower (simulation),$vf_bubble_min$,0.003,0.003,dimensionless,,,UO2 composite,,bubble,general,,Simulation range,Hilty_et_al_2021_Impact_of_fission_gas_bubbles_on_thermal_conductivity_of_UO2.md,high
Hilty_et_al_2021_Impact_of_fission_gas_bubbles_on_thermal_conductivity_of_UO2_param_012,气泡参数,Bubble volume fraction range upper (simulation),$vf_bubble_max$,0.04,0.04,dimensionless,,,UO2 composite,,bubble,general,,Simulation range (extended to ~0.10),Hilty_et_al_2021_Impact_of_fission_gas_bubbles_on_thermal_conductivity_of_UO2.md,high
Hilty_et_al_2021_Impact_of_fission_gas_bubbles_on_thermal_conductivity_of_UO2_param_013,气泡参数,Real fuel bubble volume fraction lower,$vf_bubble_real_min$,0.03,0.03,dimensionless,,,UO2,,bubble,general,,From literature,Hilty_et_al_2021_Impact_of_fission_gas_bubbles_on_thermal_conductivity_of_UO2.md,medium
Hilty_et_al_2021_Impact_of_fission_gas_bubbles_on_thermal_conductivity_of_UO2_param_014,气泡参数,Real fuel bubble volume fraction upper,$vf_bubble_real_max$,0.12,0.12,dimensionless,,,UO2,,bubble,general,,From literature,Hilty_et_al_2021_Impact_of_fission_gas_bubbles_on_thermal_conductivity_of_UO2.md,medium
Hilty_et_al_2021_Impact_of_fission_gas_bubbles_on_thermal_conductivity_of_UO2_param_015,气泡参数,Critical bubble fraction at θ=35°,$vf_crit_35$,0.04,0.04,dimensionless,~0.04,"[300.0, 300.0]",UO2-BeO composite,,bubble,general,,"Contact angle 35°, additive benefit eliminated",Hilty_et_al_2021_Impact_of_fission_gas_bubbles_on_thermal_conductivity_of_UO2.md,high
Hilty_et_al_2021_Impact_of_fission_gas_bubbles_on_thermal_conductivity_of_UO2_param_016,气泡参数,Critical bubble fraction at θ=45°,$vf_crit_45$,0.07,0.07,dimensionless,~0.07,"[300.0, 300.0]",UO2-BeO composite,,bubble,general,,"Contact angle 45°, additive benefit eliminated",Hilty_et_al_2021_Impact_of_fission_gas_bubbles_on_thermal_conductivity_of_UO2.md,high
Hilty_et_al_2021_Impact_of_fission_gas_bubbles_on_thermal_conductivity_of_UO2_param_017,Aspect ratio fitting parameter constant,Aspect ratio fitting parameter constant,$a₀$,0.54,0.54,dimensionless,,,UO2 composite,,experiment,general,a = 0.54 - 0.2·ln(R),Fitting parameter for Eq. 2,Hilty_et_al_2021_Impact_of_fission_gas_bubbles_on_thermal_conductivity_of_UO2.md,high
Hilty_et_al_2021_Impact_of_fission_gas_bubbles_on_thermal_conductivity_of_UO2_param_018,Aspect ratio fitting parameter coefficient,Aspect ratio fitting parameter coefficient,$a₁$,-0.2,-0.2,dimensionless,,,UO2 composite,,experiment,general,a = 0.54 - 0.2·ln(R),Coefficient of ln(R) in Eq. 2,Hilty_et_al_2021_Impact_of_fission_gas_bubbles_on_thermal_conductivity_of_UO2.md,high
Hilty_et_al_2021_Impact_of_fission_gas_bubbles_on_thermal_conductivity_of_UO2_param_019,Aspect ratio fitting parameter for sphere (R=1),Aspect ratio fitting parameter for sphere (R=1),$a(R=1)$,0.54,0.54,dimensionless,,,UO2 composite,,experiment,general,a = 0.54 - 0.2·ln(R),"ln(1)=0, spherical particle",Hilty_et_al_2021_Impact_of_fission_gas_bubbles_on_thermal_conductivity_of_UO2.md,high
Hilty_et_al_2021_Impact_of_fission_gas_bubbles_on_thermal_conductivity_of_UO2_param_020,Aspect ratio fitting parameter for R=3,Aspect ratio fitting parameter for R=3,$a(R=3)$,0.32,0.32,dimensionless,,,UO2 composite,,experiment,general,a = 0.54 - 0.2·ln(R),"ln(3)≈1.099, rectangular 3:1",Hilty_et_al_2021_Impact_of_fission_gas_bubbles_on_thermal_conductivity_of_UO2.md,medium
Hilty_et_al_2021_Impact_of_fission_gas_bubbles_on_thermal_conductivity_of_UO2_param_021,Screening fraction exponent,Screening fraction exponent,$n$,2.0,2,dimensionless,,,UO2 composite,,experiment,general,(k_eff - k₀)/k₀ = a·(k₁/k₀ - 1)·S²,S² trend in ETC model,Hilty_et_al_2021_Impact_of_fission_gas_bubbles_on_thermal_conductivity_of_UO2.md,high
Hilty_et_al_2021_Impact_of_fission_gas_bubbles_on_thermal_conductivity_of_UO2_param_022,气泡参数,ETC reduction from side-positioned bubble,$Δk_side$,2.0,2,W/mK,,"[300.0, 300.0]",UO2-BeO composite,,bubble,general,,"Rectangular particle, vf=0.02, bubble on side",Hilty_et_al_2021_Impact_of_fission_gas_bubbles_on_thermal_conductivity_of_UO2.md,medium
Hilty_et_al_2021_Impact_of_fission_gas_bubbles_on_thermal_conductivity_of_UO2_param_023,Rectangular vs spherical ETC advantage,Rectangular vs spherical ETC advantage,$Δk_rect-sphere$,2.0,2,W/mK,,"[300.0, 300.0]",UO2-BeO composite,,experiment,general,,~2 W/mK higher for rectangular (3:1) vs spherical at same vf,Hilty_et_al_2021_Impact_of_fission_gas_bubbles_on_thermal_conductivity_of_UO2.md,medium
Hilty_et_al_2021_Impact_of_fission_gas_bubbles_on_thermal_conductivity_of_UO2_param_024,Temperature range tested lower,Temperature range tested lower,$T_test_min$,300.0,300,K,,"[300.0, 1500.0]",UO2 composite,,experiment,general,,Model validation range,Hilty_et_al_2021_Impact_of_fission_gas_bubbles_on_thermal_conductivity_of_UO2.md,high
Hilty_et_al_2021_Impact_of_fission_gas_bubbles_on_thermal_conductivity_of_UO2_param_025,Temperature range tested upper,Temperature range tested upper,$T_test_max$,1500.0,1500,K,,"[300.0, 1500.0]",UO2 composite,,experiment,general,,Model validation range,Hilty_et_al_2021_Impact_of_fission_gas_bubbles_on_thermal_conductivity_of_UO2.md,high
Hilty_et_al_2021_Impact_of_fission_gas_bubbles_on_thermal_conductivity_of_UO2_param_026,气泡参数,Additive k crossover bubble vf (50 W/mK additive),$vf_cross_50$,0.035,0.035,dimensionless,~0.035,"[300.0, 300.0]",UO2 composite,,bubble,general,,"Additive k=50 W/mK, crossover with UO2+bubble line",Hilty_et_al_2021_Impact_of_fission_gas_bubbles_on_thermal_conductivity_of_UO2.md,medium
Hilty_et_al_2021_Impact_of_fission_gas_bubbles_on_thermal_conductivity_of_UO2_param_027,气泡参数,"Additive k crossover bubble vf (BeO, 370 W/mK)",$vf_cross_BeO$,0.04,0.04,dimensionless,~0.04,"[300.0, 300.0]",UO2-BeO composite,,bubble,general,,"BeO additive 370 W/mK, crossover point",Hilty_et_al_2021_Impact_of_fission_gas_bubbles_on_thermal_conductivity_of_UO2.md,medium
Hilty_et_al_2021_Impact_of_fission_gas_bubbles_on_thermal_conductivity_of_UO2_param_028,气泡参数,Model applicability bubble vf limit,$vf_limit$,0.04,0.04,dimensionless,,,UO2 composite,,bubble,general,,When additive k >> bulk k (two orders of magnitude),Hilty_et_al_2021_Impact_of_fission_gas_bubbles_on_thermal_conductivity_of_UO2.md,medium
Hilty_et_al_2021_Impact_of_fission_gas_bubbles_on_thermal_conductivity_of_UO2_param_029,Contact angle threshold (low vs high screening),Contact angle threshold (low vs high screening),$θ_threshold$,85.0,85,degrees,,,UO2 composite,,experiment,general,,"Below 85° = high screening, above = low screening",Hilty_et_al_2021_Impact_of_fission_gas_bubbles_on_thermal_conductivity_of_UO2.md,high
Hofman_et_al._1990_Swelling_behavior_of_U-Pu-Zr_fuel_param_001,α phase upper temperature,α phase upper temperature,,617.0,617,°C,,,U-Pu-Zr,,experiment,general,,,Hofman_et_al._1990_Swelling_behavior_of_U-Pu-Zr_fuel.md,high
Hofman_et_al._1990_Swelling_behavior_of_U-Pu-Zr_fuel_param_002,α+γ₂ to γ transition temperature,α+γ₂ to γ transition temperature,,662.0,662,°C,,,U-Pu-Zr,,experiment,general,,,Hofman_et_al._1990_Swelling_behavior_of_U-Pu-Zr_fuel.md,high
Hofman_et_al._1990_Swelling_behavior_of_U-Pu-Zr_fuel_param_003,Peak centerline temperature,Peak centerline temperature,,610.0,610,°C,,,U-Pu-Zr,,experiment,general,,A and B elements,Hofman_et_al._1990_Swelling_behavior_of_U-Pu-Zr_fuel.md,high
Hofman_et_al._1990_Swelling_behavior_of_U-Pu-Zr_fuel_param_004,Radial temperature difference,Radial temperature difference,$ΔT$,130.0,130,°C,,,U-Pu-Zr,,experiment,general,,,Hofman_et_al._1990_Swelling_behavior_of_U-Pu-Zr_fuel.md,high
Hofman_et_al._1990_Swelling_behavior_of_U-Pu-Zr_fuel_param_005,Radial temperature gradient (A elements),Radial temperature gradient (A elements),$dT/dr$,1160.0,1160,°C/inch,,,U-Pu-Zr,,microstructure,diameter,,"0.290"" diameter",Hofman_et_al._1990_Swelling_behavior_of_U-Pu-Zr_fuel.md,high
Hofman_et_al._1990_Swelling_behavior_of_U-Pu-Zr_fuel_param_006,Radial temperature gradient (B elements),Radial temperature gradient (B elements),$dT/dr$,1520.0,1520,°C/inch,,,U-Pu-Zr,,microstructure,diameter,,"0.230"" diameter",Hofman_et_al._1990_Swelling_behavior_of_U-Pu-Zr_fuel.md,high
Hofman_et_al._1990_Swelling_behavior_of_U-Pu-Zr_fuel_param_007,Peak U-235 fission rate (A elements),Peak U-235 fission rate (A elements),,45000000000000.0,4.5e13,fissions/(cm³·s),,,U-Pu-Zr,,rate_theory,diameter,,"0.290"" diameter",Hofman_et_al._1990_Swelling_behavior_of_U-Pu-Zr_fuel.md,high
Hofman_et_al._1990_Swelling_behavior_of_U-Pu-Zr_fuel_param_008,Peak U-235 fission rate (B elements),Peak U-235 fission rate (B elements),,88000000000000.0,8.8e13,fissions/(cm³·s),,,U-Pu-Zr,,rate_theory,diameter,,"0.230"" diameter",Hofman_et_al._1990_Swelling_behavior_of_U-Pu-Zr_fuel.md,high
Hofman_et_al._1990_Swelling_behavior_of_U-Pu-Zr_fuel_param_009,Planar smeared density,Planar smeared density,,75.0,75,%,,,U-Pu-Zr,,microstructure,general,,,Hofman_et_al._1990_Swelling_behavior_of_U-Pu-Zr_fuel.md,high
Hofman_et_al._1990_Swelling_behavior_of_U-Pu-Zr_fuel_param_010,肿胀参数,Incubation burnup before rapid swelling,,0.3,0.3,at.%,approximate,,U-Pu-Zr,,swelling_rate,swelling_correlation,,,Hofman_et_al._1990_Swelling_behavior_of_U-Pu-Zr_fuel.md,high
Hofman_et_al._1990_Swelling_behavior_of_U-Pu-Zr_fuel_param_011,Fuel-cladding contact burnup (B elements),Fuel-cladding contact burnup (B elements),,1.0,1.0,at.%,approximate,,U-Pu-Zr,,swelling_rate,burnup_correlation,,,Hofman_et_al._1990_Swelling_behavior_of_U-Pu-Zr_fuel.md,high
Hofman_et_al._1990_Swelling_behavior_of_U-Pu-Zr_fuel_param_012,肿胀参数,Rapid swelling interval,,1.0,1.0,at.%,approximate,,U-Pu-Zr,,swelling_rate,swelling_correlation,,,Hofman_et_al._1990_Swelling_behavior_of_U-Pu-Zr_fuel.md,high
